MFD04428.bin.2.7	contig_79233_124	Root; Likely_mmoX; Hyphomicrobiaceae_mmoX	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__
MFD04570.bin.2.90	contig_246861_44	Root; Likely_mmoX; Hyphomicrobiaceae_mmoX	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__
MFD04716.bin.2.191	contig_1726_175	Root; Likely_mmoX; Methylococcaceae_mmoX; Methylovulum_mmoX	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__;s__
MFD04716.bin.3.389	contig_13685_223	Root; Likely_mmoX; Methylococcaceae_mmoX; Methylovulum_mmoX	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter_C;s__
MFD05379.bin.2.7	contig_6366_58	Root; Likely_mmoX; Methylocystaceae_mmoX; Methylocystis_mmoX	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD05942.bin.2.125	contig_32421_31	Root; Likely_mmoX	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__
MFD06085.bin.1.7	contig_7743_1789	Root; Likely_mmoX; Hyphomicrobiaceae_mmoX	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__
MFD09730.bin.2.86	contig_16319_37	Root; Likely_mmoX	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp015709515
MFD10097.bin.2.25	contig_20611_6	Root; Likely_mmoX; Methylocystaceae_mmoX; Methylocystis_Methylosinus_mmoX	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylosinus;s__
MFD10097.bin.2.3	contig_407_28	Root; Likely_mmoX; Methylocystaceae_mmoX; Methylocystis_mmoX	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis silviterrae
